VendaID,ProdutoID,ValorVenda,DataVenda,LocalizacaoCliente,ClienteID,Nome,Idade,Localizacao,PreferenciaProduto
455,101,21.98,2024-09-25,Guerra,280,Srta. Maria Teixeira,47,Guerra,Roupas
455,101,21.98,2024-09-25,Guerra,308,Luiz Felipe Ramos,71,Guerra,Jogos
455,101,21.98,2024-09-25,Guerra,455,Luiz Felipe Sales,47,Guerra,Eletrodomésticos
455,101,21.98,2024-09-25,Guerra,500,Alícia Pires,50,Guerra,Eletrônicos
455,101,21.98,2024-09-25,Guerra,562,Gustavo Henrique Almeida,75,Guerra,Roupas
455,101,21.98,2024-09-25,Guerra,597,Guilherme Nunes,74,Guerra,Roupas
455,101,21.98,2024-09-25,Guerra,716,Letícia Melo,33,Guerra,Eletrônicos
455,101,21.98,2024-09-25,Guerra,798,João Lucas da Cruz,41,Guerra,Eletrodomésticos
456,179,81.42,2024-01-18,Silva,125,Vinicius da Conceição,58,Silva,Jogos
456,179,81.42,2024-01-18,Silva,179,Maria Helena Abreu,66,Silva,Jogos
456,179,81.42,2024-01-18,Silva,456,Breno Câmara,75,Silva,Eletrodomésticos
456,179,81.42,2024-01-18,Silva,755,Maria Julia Rezende,30,Silva,Roupas
457,182,64.74,2024-04-03,Nunes,314,Maria Helena Carvalho,58,Nunes,Eletrodomésticos
457,182,64.74,2024-04-03,Nunes,324,Olívia Sales,80,Nunes,Roupas
457,182,64.74,2024-04-03,Nunes,457,João Vitor Cavalcante,47,Nunes,Livros
457,182,64.74,2024-04-03,Nunes,593,Carolina Rezende,57,Nunes,Roupas
457,182,64.74,2024-04-03,Nunes,807,Vicente Viana,39,Nunes,Roupas
457,182,64.74,2024-04-03,Nunes,897,Alexandre Rodrigues,72,Nunes,Livros
457,182,64.74,2024-04-03,Nunes,947,Mariana Martins,40,Nunes,Livros
458,176,41.14,2024-05-24,Camargo de Santos,458,Calebe Mendonça,75,Camargo de Santos,Eletrodomésticos
459,192,51.57,2023-10-28,Casa Grande do Oeste,459,Levi Moraes,31,Casa Grande do Oeste,Roupas
460,193,70.06,2023-10-23,Novaes do Amparo,460,Kevin Rezende,56,Novaes do Amparo,Roupas
461,105,2.44,2024-08-17,Porto das Flores,461,Augusto Araújo,54,Porto das Flores,Livros
462,140,42.74,2023-11-14,Vieira,40,Dr. José Miguel Santos,55,Vieira,Livros
462,140,42.74,2023-11-14,Vieira,138,Elisa Silva,34,Vieira,Livros
462,140,42.74,2023-11-14,Vieira,462,Murilo Sampaio,61,Vieira,Roupas
462,140,42.74,2023-11-14,Vieira,513,Helena Fogaça,67,Vieira,Eletrônicos
462,140,42.74,2023-11-14,Vieira,954,Davi Lucas Aparecida,61,Vieira,Eletrodomésticos
463,188,0.42,2024-01-24,Garcia Paulista,356,Joaquim Camargo,37,Garcia Paulista,Livros
463,188,0.42,2024-01-24,Garcia Paulista,463,Rebeca Novais,54,Garcia Paulista,Jogos
464,103,20.24,2024-01-21,Casa Grande,121,Vicente Barros,18,Casa Grande,Eletrodomésticos
464,103,20.24,2024-01-21,Casa Grande,202,Marcelo Azevedo,51,Casa Grande,Jogos
464,103,20.24,2024-01-21,Casa Grande,464,Anthony das Neves,37,Casa Grande,Livros
464,103,20.24,2024-01-21,Casa Grande,919,Sabrina Dias,35,Casa Grande,Eletrodomésticos
464,103,20.24,2024-01-21,Casa Grande,962,Ana Laura Lima,60,Casa Grande,Livros
465,174,62.01,2024-02-26,Pereira,24,Sr. Lucas Viana,74,Pereira,Eletrônicos
465,174,62.01,2024-02-26,Pereira,297,Sra. Ana Júlia Monteiro,54,Pereira,Livros
465,174,62.01,2024-02-26,Pereira,349,Luiz Fernando Teixeira,55,Pereira,Roupas
465,174,62.01,2024-02-26,Pereira,465,Srta. Laura Monteiro,53,Pereira,Livros
465,174,62.01,2024-02-26,Pereira,558,Maria Pires,76,Pereira,Livros
465,174,62.01,2024-02-26,Pereira,814,Joaquim Rios,64,Pereira,Jogos
465,174,62.01,2024-02-26,Pereira,923,Luana Fogaça,69,Pereira,Eletrodomésticos
466,135,97.51,2024-02-13,Cavalcante,185,Lucas Montenegro,63,Cavalcante,Eletrodomésticos
466,135,97.51,2024-02-13,Cavalcante,216,Antonella das Neves,58,Cavalcante,Livros
466,135,97.51,2024-02-13,Cavalcante,364,Renan Nunes,40,Cavalcante,Eletrodomésticos
466,135,97.51,2024-02-13,Cavalcante,466,Ana Lívia Sá,31,Cavalcante,Jogos
466,135,97.51,2024-02-13,Cavalcante,983,Anthony Oliveira,70,Cavalcante,Livros
467,100,47.74,2024-03-26,Borges de Correia,467,Vitor Nogueira,46,Borges de Correia,Eletrodomésticos
468,108,96.72,2023-10-16,Moreira,145,José Miguel Camargo,45,Moreira,Eletrodomésticos
468,108,96.72,2023-10-16,Moreira,468,Maria Albuquerque,75,Moreira,Eletrônicos
468,108,96.72,2023-10-16,Moreira,821,Ana Julia Freitas,28,Moreira,Eletrodomésticos
469,155,76.22,2024-02-15,Fonseca de Caldeira,469,Enrico Montenegro,40,Fonseca de Caldeira,Roupas
470,100,7.22,2023-12-01,da Rosa,470,Maria Luísa Azevedo,19,da Rosa,Livros
470,100,7.22,2023-12-01,da Rosa,471,Milena Moura,65,da Rosa,Roupas
470,100,7.22,2023-12-01,da Rosa,485,Esther da Luz,50,da Rosa,Roupas
470,100,7.22,2023-12-01,da Rosa,764,Rodrigo Ramos,44,da Rosa,Eletrônicos
471,145,53.2,2024-02-12,da Rosa,470,Maria Luísa Azevedo,19,da Rosa,Livros
471,145,53.2,2024-02-12,da Rosa,471,Milena Moura,65,da Rosa,Roupas
471,145,53.2,2024-02-12,da Rosa,485,Esther da Luz,50,da Rosa,Roupas
471,145,53.2,2024-02-12,da Rosa,764,Rodrigo Ramos,44,da Rosa,Eletrônicos
472,140,18.06,2023-12-17,Garcia da Mata,472,Isaac Siqueira,31,Garcia da Mata,Eletrônicos
473,160,63.5,2024-09-07,Casa Grande de da Rosa,473,Maria Isis Pereira,48,Casa Grande de da Rosa,Eletrônicos
474,168,2.56,2024-06-15,Albuquerque,279,Isaque Fonseca,34,Albuquerque,Roupas
474,168,2.56,2024-06-15,Albuquerque,316,Ayla Barros,80,Albuquerque,Eletrodomésticos
474,168,2.56,2024-06-15,Albuquerque,329,Maitê Melo,38,Albuquerque,Roupas
474,168,2.56,2024-06-15,Albuquerque,474,Arthur Gabriel Moreira,80,Albuquerque,Jogos
474,168,2.56,2024-06-15,Albuquerque,939,Erick Porto,29,Albuquerque,Livros
475,190,85.94,2024-03-07,Lopes,160,Isaac Carvalho,41,Lopes,Eletrônicos
475,190,85.94,2024-03-07,Lopes,417,Catarina Azevedo,24,Lopes,Jogos
475,190,85.94,2024-03-07,Lopes,475,Matheus Moraes,47,Lopes,Roupas
475,190,85.94,2024-03-07,Lopes,503,Rafael Pimenta,77,Lopes,Jogos
475,190,85.94,2024-03-07,Lopes,810,Samuel Moura,44,Lopes,Roupas
476,105,92.28,2023-10-11,Freitas do Sul,476,Leandro Vieira,41,Freitas do Sul,Eletrônicos
477,186,11.99,2024-06-09,Garcia,41,Levi Ramos,27,Garcia,Roupas
477,186,11.99,2024-06-09,Garcia,330,Ravi Lucca Cardoso,77,Garcia,Eletrodomésticos
477,186,11.99,2024-06-09,Garcia,355,Gabriel Costela,28,Garcia,Eletrônicos
477,186,11.99,2024-06-09,Garcia,477,Juan Porto,77,Garcia,Livros
477,186,11.99,2024-06-09,Garcia,586,Fernando Guerra,70,Garcia,Eletrônicos
477,186,11.99,2024-06-09,Garcia,689,Leandro Novaes,65,Garcia,Jogos
478,133,70.09,2024-04-19,Dias,135,Fernanda Santos,46,Dias,Roupas
478,133,70.09,2024-04-19,Dias,390,Alice Jesus,76,Dias,Eletrônicos
478,133,70.09,2024-04-19,Dias,478,Lavínia Guerra,26,Dias,Livros
478,133,70.09,2024-04-19,Dias,754,Caleb Marques,62,Dias,Livros
478,133,70.09,2024-04-19,Dias,824,Maitê Rezende,59,Dias,Eletrodomésticos
478,133,70.09,2024-04-19,Dias,895,Lucas Gabriel Nascimento,61,Dias,Jogos
478,133,70.09,2024-04-19,Dias,937,Marcelo Garcia,40,Dias,Jogos
479,191,86.43,2023-10-27,Ramos do Sul,479,Sophie Ramos,30,Ramos do Sul,Livros
480,111,43.77,2024-06-15,Caldeira das Pedras,480,Vinícius Peixoto,46,Caldeira das Pedras,Eletrônicos
481,120,53.54,2024-08-09,Siqueira da Mata,481,Gustavo Nogueira,42,Siqueira da Mata,Jogos
481,120,53.54,2024-08-09,Siqueira da Mata,559,Henry Gabriel Ribeiro,59,Siqueira da Mata,Roupas
482,195,55.85,2024-01-21,Peixoto,3,Davi Lucca Aparecida,31,Peixoto,Roupas
482,195,55.85,2024-01-21,Peixoto,37,Srta. Maria Eduarda da Cruz,55,Peixoto,Eletrodomésticos
482,195,55.85,2024-01-21,Peixoto,120,Rafaela Andrade,57,Peixoto,Eletrônicos
482,195,55.85,2024-01-21,Peixoto,482,Luan da Conceição,26,Peixoto,Jogos
482,195,55.85,2024-01-21,Peixoto,691,João Miguel Santos,21,Peixoto,Eletrodomésticos
482,195,55.85,2024-01-21,Peixoto,855,Daniela Araújo,23,Peixoto,Eletrônicos
483,182,4.12,2024-05-25,Ferreira da Serra,483,Helena Alves,56,Ferreira da Serra,Eletrodomésticos
484,148,23.08,2024-03-25,Araújo,246,Isis Costa,19,Araújo,Jogos
484,148,23.08,2024-03-25,Araújo,484,Antônio Cardoso,36,Araújo,Eletrodomésticos
484,148,23.08,2024-03-25,Araújo,542,Sabrina Borges,72,Araújo,Eletrodomésticos
484,148,23.08,2024-03-25,Araújo,565,Dr. Carlos Eduardo Vasconcelos,34,Araújo,Roupas
484,148,23.08,2024-03-25,Araújo,580,Dra. Stephany Nogueira,51,Araújo,Eletrodomésticos
484,148,23.08,2024-03-25,Araújo,953,Cecília Pimenta,44,Araújo,Jogos
485,192,11.46,2024-01-09,da Rosa,470,Maria Luísa Azevedo,19,da Rosa,Livros
485,192,11.46,2024-01-09,da Rosa,471,Milena Moura,65,da Rosa,Roupas
485,192,11.46,2024-01-09,da Rosa,485,Esther da Luz,50,da Rosa,Roupas
485,192,11.46,2024-01-09,da Rosa,764,Rodrigo Ramos,44,da Rosa,Eletrônicos
486,158,77.31,2024-05-25,da Costa,113,João Lucas Aparecida,55,da Costa,Livros
486,158,77.31,2024-05-25,da Costa,486,Yasmin Vargas,61,da Costa,Livros
486,158,77.31,2024-05-25,da Costa,746,Larissa Nascimento,36,da Costa,Eletrônicos
486,158,77.31,2024-05-25,da Costa,772,Joaquim Nogueira,26,da Costa,Eletrodomésticos
486,158,77.31,2024-05-25,da Costa,888,Thomas Guerra,76,da Costa,Eletrônicos
487,101,22.19,2023-12-12,Cavalcante das Flores,487,Sabrina Costela,43,Cavalcante das Flores,Eletrodomésticos
488,175,96.81,2024-08-19,da Mota,80,Nicole Souza,18,da Mota,Jogos
488,175,96.81,2024-08-19,da Mota,114,Sr. Pedro da Mota,72,da Mota,Eletrodomésticos
488,175,96.81,2024-08-19,da Mota,174,Otto Barros,28,da Mota,Jogos
488,175,96.81,2024-08-19,da Mota,266,Ana Lívia Fogaça,32,da Mota,Eletrônicos
488,175,96.81,2024-08-19,da Mota,368,Benjamim Gonçalves,18,da Mota,Eletrônicos
488,175,96.81,2024-08-19,da Mota,488,Henry Montenegro,43,da Mota,Eletrônicos
488,175,96.81,2024-08-19,da Mota,508,Carlos Eduardo Martins,59,da Mota,Eletrodomésticos
488,175,96.81,2024-08-19,da Mota,546,Liam Pinto,62,da Mota,Livros
488,175,96.81,2024-08-19,da Mota,650,Dr. Marcelo Gonçalves,33,da Mota,Jogos
488,175,96.81,2024-08-19,da Mota,788,Ester da Paz,40,da Mota,Roupas
488,175,96.81,2024-08-19,da Mota,797,Sr. Theo Abreu,18,da Mota,Eletrodomésticos
488,175,96.81,2024-08-19,da Mota,986,Daniel Moura,63,da Mota,Eletrônicos
489,182,50.07,2024-04-26,Barros das Pedras,489,Dra. Mariana da Rocha,55,Barros das Pedras,Livros
490,156,15.73,2023-12-31,Casa Grande do Galho,490,Isadora Lopes,31,Casa Grande do Galho,Eletrodomésticos
491,117,28.07,2024-04-21,Costela,39,Sr. Davi Lucas Barros,59,Costela,Eletrônicos
491,117,28.07,2024-04-21,Costela,57,Luiz Fernando Leão,19,Costela,Livros
491,117,28.07,2024-04-21,Costela,109,Lunna Vieira,18,Costela,Livros
491,117,28.07,2024-04-21,Costela,411,Helena Santos,52,Costela,Eletrônicos
491,117,28.07,2024-04-21,Costela,491,Dr. Luan Machado,74,Costela,Eletrônicos
492,104,38.82,2023-12-01,Aragão do Oeste,211,Helena Marques,51,Aragão do Oeste,Eletrônicos
492,104,38.82,2023-12-01,Aragão do Oeste,237,Sr. Theodoro Rocha,36,Aragão do Oeste,Livros
492,104,38.82,2023-12-01,Aragão do Oeste,492,Mathias Sá,53,Aragão do Oeste,Jogos
493,176,83.21,2024-06-03,Gonçalves de Gonçalves,493,Alana Montenegro,80,Gonçalves de Gonçalves,Roupas
494,169,96.59,2024-09-08,da Conceição de Nunes,494,Dr. Pedro Leão,64,da Conceição de Nunes,Eletrônicos
495,195,59.76,2024-09-14,Novais do Galho,495,Srta. Agatha Silva,75,Novais do Galho,Roupas
496,161,44.27,2024-09-18,Melo,496,Sr. João Miguel Dias,38,Melo,Jogos
496,161,44.27,2024-09-18,Melo,791,Esther Santos,61,Melo,Eletrônicos
497,182,42.46,2024-04-29,da Luz da Prata,497,Henrique Aparecida,33,da Luz da Prata,Livros
498,112,85.04,2023-10-03,Cavalcante de Aparecida,498,Ravi da Mota,48,Cavalcante de Aparecida,Eletrodomésticos
499,194,58.07,2024-09-22,Santos da Prata,499,Benjamim Costela,73,Santos da Prata,Eletrônicos
500,147,61.81,2024-06-14,Guerra,20,Luiz Otávio Teixeira,75,Guerra,Roupas
500,147,61.81,2024-06-14,Guerra,280,Srta. Maria Teixeira,47,Guerra,Roupas
500,147,61.81,2024-06-14,Guerra,308,Luiz Felipe Ramos,71,Guerra,Jogos
500,147,61.81,2024-06-14,Guerra,455,Luiz Felipe Sales,47,Guerra,Eletrodomésticos
500,147,61.81,2024-06-14,Guerra,500,Alícia Pires,50,Guerra,Eletrônicos
500,147,61.81,2024-06-14,Guerra,562,Gustavo Henrique Almeida,75,Guerra,Roupas
500,147,61.81,2024-06-14,Guerra,597,Guilherme Nunes,74,Guerra,Roupas
500,147,61.81,2024-06-14,Guerra,716,Letícia Melo,33,Guerra,Eletrônicos
500,147,61.81,2024-06-14,Guerra,798,João Lucas da Cruz,41,Guerra,Eletrodomésticos
501,147,59.24,2023-12-15,Montenegro,70,Davi Lucca Sampaio,29,Montenegro,Eletrônicos
501,147,59.24,2023-12-15,Montenegro,302,Antony das Neves,51,Montenegro,Eletrônicos
501,147,59.24,2023-12-15,Montenegro,501,Daniela da Mata,64,Montenegro,Jogos
501,147,59.24,2023-12-15,Montenegro,850,Léo Cavalcante,35,Montenegro,Livros
501,147,59.24,2023-12-15,Montenegro,968,Gabriel Pastor,49,Montenegro,Livros
502,132,55.07,2024-01-24,Pinto de Caldeira,502,Emanuella Rios,23,Pinto de Caldeira,Eletrônicos
503,145,51.95,2024-01-09,Lopes,160,Isaac Carvalho,41,Lopes,Eletrônicos
503,145,51.95,2024-01-09,Lopes,417,Catarina Azevedo,24,Lopes,Jogos
503,145,51.95,2024-01-09,Lopes,475,Matheus Moraes,47,Lopes,Roupas
503,145,51.95,2024-01-09,Lopes,503,Rafael Pimenta,77,Lopes,Jogos
503,145,51.95,2024-01-09,Lopes,810,Samuel Moura,44,Lopes,Roupas
504,109,69.14,2024-09-23,da Mata,133,Alana Casa Grande,80,da Mata,Livros
504,109,69.14,2024-09-23,da Mata,276,Melissa Silva,21,da Mata,Roupas
504,109,69.14,2024-09-23,da Mata,342,Raul Gomes,80,da Mata,Roupas
504,109,69.14,2024-09-23,da Mata,438,Amanda Ribeiro,27,da Mata,Roupas
504,109,69.14,2024-09-23,da Mata,504,Vicente Garcia,20,da Mata,Roupas
504,109,69.14,2024-09-23,da Mata,703,Felipe Gomes,56,da Mata,Jogos
504,109,69.14,2024-09-23,da Mata,844,Fernando da Luz,38,da Mata,Jogos
505,151,30.09,2024-08-22,Nogueira,91,Srta. Ana Luiza Lopes,70,Nogueira,Eletrônicos
505,151,30.09,2024-08-22,Nogueira,163,Ágatha da Mota,46,Nogueira,Livros
505,151,30.09,2024-08-22,Nogueira,215,Anna Liz Barros,43,Nogueira,Eletrodomésticos
505,151,30.09,2024-08-22,Nogueira,244,Bruna Ferreira,58,Nogueira,Jogos
505,151,30.09,2024-08-22,Nogueira,361,Zoe Aparecida,47,Nogueira,Eletrodomésticos
505,151,30.09,2024-08-22,Nogueira,374,Liam Sampaio,47,Nogueira,Livros
505,151,30.09,2024-08-22,Nogueira,401,Dr. Gustavo Henrique Araújo,80,Nogueira,Eletrodomésticos
505,151,30.09,2024-08-22,Nogueira,505,Enzo Gabriel Camargo,29,Nogueira,Eletrônicos
505,151,30.09,2024-08-22,Nogueira,684,Brayan Teixeira,73,Nogueira,Jogos
506,195,20.84,2024-06-13,Moreira de da Cunha,506,Luigi Correia,67,Moreira de da Cunha,Eletrodomésticos
507,180,11.3,2024-07-12,Carvalho,74,Gabrielly Teixeira,63,Carvalho,Roupas
507,180,11.3,2024-07-12,Carvalho,90,Natália Viana,60,Carvalho,Livros
507,180,11.3,2024-07-12,Carvalho,507,Augusto Camargo,56,Carvalho,Eletrônicos
507,180,11.3,2024-07-12,Carvalho,603,Ágatha da Costa,80,Carvalho,Jogos
507,180,11.3,2024-07-12,Carvalho,660,Felipe Duarte,48,Carvalho,Roupas
508,151,65.84,2024-09-23,da Mota,80,Nicole Souza,18,da Mota,Jogos
508,151,65.84,2024-09-23,da Mota,114,Sr. Pedro da Mota,72,da Mota,Eletrodomésticos
508,151,65.84,2024-09-23,da Mota,174,Otto Barros,28,da Mota,Jogos
508,151,65.84,2024-09-23,da Mota,266,Ana Lívia Fogaça,32,da Mota,Eletrônicos
508,151,65.84,2024-09-23,da Mota,368,Benjamim Gonçalves,18,da Mota,Eletrônicos
508,151,65.84,2024-09-23,da Mota,488,Henry Montenegro,43,da Mota,Eletrônicos
508,151,65.84,2024-09-23,da Mota,508,Carlos Eduardo Martins,59,da Mota,Eletrodomésticos
508,151,65.84,2024-09-23,da Mota,546,Liam Pinto,62,da Mota,Livros
508,151,65.84,2024-09-23,da Mota,650,Dr. Marcelo Gonçalves,33,da Mota,Jogos
508,151,65.84,2024-09-23,da Mota,788,Ester da Paz,40,da Mota,Roupas
508,151,65.84,2024-09-23,da Mota,797,Sr. Theo Abreu,18,da Mota,Eletrodomésticos
508,151,65.84,2024-09-23,da Mota,986,Daniel Moura,63,da Mota,Eletrônicos
509,194,6.7,2024-05-23,Mendes do Amparo,509,Vinicius Duarte,37,Mendes do Amparo,Roupas
510,136,21.98,2024-05-24,Ferreira de Duarte,510,Dr. Kevin Dias,59,Ferreira de Duarte,Roupas
511,158,99.89,2024-06-08,Alves da Serra,511,Emilly Porto,21,Alves da Serra,Jogos
512,136,93.75,2024-06-25,Cardoso,56,Vinícius Ribeiro,80,Cardoso,Eletrônicos
512,136,93.75,2024-06-25,Cardoso,92,Sophie Siqueira,68,Cardoso,Jogos
512,136,93.75,2024-06-25,Cardoso,384,Sr. Caleb Jesus,63,Cardoso,Jogos
512,136,93.75,2024-06-25,Cardoso,512,Caroline Azevedo,70,Cardoso,Livros
513,200,6.4,2024-09-25,Vieira,40,Dr. José Miguel Santos,55,Vieira,Livros
513,200,6.4,2024-09-25,Vieira,138,Elisa Silva,34,Vieira,Livros
513,200,6.4,2024-09-25,Vieira,462,Murilo Sampaio,61,Vieira,Roupas
513,200,6.4,2024-09-25,Vieira,513,Helena Fogaça,67,Vieira,Eletrônicos
513,200,6.4,2024-09-25,Vieira,954,Davi Lucas Aparecida,61,Vieira,Eletrodomésticos
514,101,54.64,2023-10-15,da Costa de da Cunha,514,Ester da Paz,27,da Costa de da Cunha,Eletrônicos
515,138,84.15,2024-08-30,Nascimento,16,Maria Júlia Silva,24,Nascimento,Roupas
515,138,84.15,2024-08-30,Nascimento,281,Sra. Natália Monteiro,51,Nascimento,Jogos
515,138,84.15,2024-08-30,Nascimento,515,Heloisa Oliveira,46,Nascimento,Roupas
515,138,84.15,2024-08-30,Nascimento,569,Gustavo Henrique Peixoto,71,Nascimento,Eletrônicos
515,138,84.15,2024-08-30,Nascimento,605,Thomas Fonseca,30,Nascimento,Jogos
515,138,84.15,2024-08-30,Nascimento,612,Marcela Sá,47,Nascimento,Eletrodomésticos
515,138,84.15,2024-08-30,Nascimento,715,Sr. Gustavo Henrique Pimenta,72,Nascimento,Roupas
516,100,12.9,2024-04-06,da Cunha,516,Dr. Lorenzo Campos,80,da Cunha,Jogos
516,100,12.9,2024-04-06,da Cunha,801,Gael Henrique Barbosa,36,da Cunha,Jogos
517,119,95.75,2024-06-28,Jesus do Campo,517,Stella Cavalcanti,75,Jesus do Campo,Roupas
518,165,70.2,2024-09-06,Pimenta,93,Erick Sales,75,Pimenta,Eletrodomésticos
518,165,70.2,2024-09-06,Pimenta,241,Sophie Abreu,69,Pimenta,Eletrodomésticos
518,165,70.2,2024-09-06,Pimenta,430,Isaque Porto,49,Pimenta,Roupas
518,165,70.2,2024-09-06,Pimenta,518,Stella Duarte,45,Pimenta,Eletrodomésticos
518,165,70.2,2024-09-06,Pimenta,522,Vitória Correia,23,Pimenta,Livros
518,165,70.2,2024-09-06,Pimenta,618,Dra. Ana Clara Teixeira,56,Pimenta,Eletrônicos
519,183,28.14,2024-01-25,da Rocha do Campo,519,Jade da Mata,63,da Rocha do Campo,Eletrodomésticos
520,143,76.72,2024-01-15,Aragão,103,Maria Helena Aparecida,49,Aragão,Eletrônicos
520,143,76.72,2024-01-15,Aragão,345,Raul Lopes,36,Aragão,Eletrônicos
520,143,76.72,2024-01-15,Aragão,520,Ryan das Neves,26,Aragão,Livros
520,143,76.72,2024-01-15,Aragão,608,Maria Julia Leão,22,Aragão,Eletrodomésticos
520,143,76.72,2024-01-15,Aragão,775,Sr. Ravi da Costa,79,Aragão,Livros
520,143,76.72,2024-01-15,Aragão,978,Lorenzo Siqueira,80,Aragão,Livros
521,107,8.73,2024-04-18,Alves das Flores,521,Eloá Cirino,35,Alves das Flores,Roupas
522,191,87.36,2024-04-01,Pimenta,93,Erick Sales,75,Pimenta,Eletrodomésticos
522,191,87.36,2024-04-01,Pimenta,241,Sophie Abreu,69,Pimenta,Eletrodomésticos
522,191,87.36,2024-04-01,Pimenta,430,Isaque Porto,49,Pimenta,Roupas
522,191,87.36,2024-04-01,Pimenta,518,Stella Duarte,45,Pimenta,Eletrodomésticos
522,191,87.36,2024-04-01,Pimenta,522,Vitória Correia,23,Pimenta,Livros
522,191,87.36,2024-04-01,Pimenta,618,Dra. Ana Clara Teixeira,56,Pimenta,Eletrônicos
523,106,37.85,2024-07-01,da Costa da Prata,523,Pedro Henrique Nunes,69,da Costa da Prata,Jogos
524,165,85.21,2024-09-29,Lima,65,Sr. João Lucas Novaes,78,Lima,Eletrônicos
524,165,85.21,2024-09-29,Lima,524,Cauê Vasconcelos,60,Lima,Roupas
524,165,85.21,2024-09-29,Lima,630,Alana Porto,49,Lima,Livros
525,149,42.3,2024-01-17,Gomes Paulista,525,Davi Lucca Pacheco,76,Gomes Paulista,Roupas
526,171,86.74,2024-04-04,da Rosa Verde,526,Antônio Casa Grande,38,da Rosa Verde,Roupas
527,187,71.71,2024-01-02,Oliveira do Norte,527,Davi Miguel Carvalho,68,Oliveira do Norte,Eletrodomésticos
528,153,82.79,2024-05-25,Garcia de Teixeira,528,Dr. Raul Abreu,40,Garcia de Teixeira,Eletrodomésticos
529,133,21.99,2023-11-24,Vieira dos Dourados,529,Lorena Sampaio,64,Vieira dos Dourados,Jogos
530,162,32.76,2024-03-06,Borges,111,Eduardo da Rocha,36,Borges,Eletrônicos
530,162,32.76,2024-03-06,Borges,128,Sophie Nogueira,40,Borges,Eletrodomésticos
530,162,32.76,2024-03-06,Borges,155,Srta. Olivia da Rocha,70,Borges,Roupas
530,162,32.76,2024-03-06,Borges,309,Sr. Bryan Pacheco,70,Borges,Livros
530,162,32.76,2024-03-06,Borges,406,Heitor Cardoso,66,Borges,Roupas
530,162,32.76,2024-03-06,Borges,451,Sr. Luigi da Mota,46,Borges,Eletrodomésticos
530,162,32.76,2024-03-06,Borges,530,Julia Freitas,37,Borges,Roupas
530,162,32.76,2024-03-06,Borges,945,João Guilherme Vasconcelos,60,Borges,Eletrônicos
531,130,5.03,2024-01-15,Silva da Praia,531,Matheus da Rocha,46,Silva da Praia,Roupas
532,169,65.53,2024-06-14,Cavalcanti do Campo,532,Alexandre Fernandes,41,Cavalcanti do Campo,Livros
533,102,89.12,2024-09-07,Vasconcelos,72,Kevin Silveira,30,Vasconcelos,Eletrônicos
533,102,89.12,2024-09-07,Vasconcelos,106,Gustavo Freitas,79,Vasconcelos,Eletrônicos
533,102,89.12,2024-09-07,Vasconcelos,393,Cauã Lima,80,Vasconcelos,Eletrônicos
533,102,89.12,2024-09-07,Vasconcelos,533,Sr. Davi Miguel Oliveira,24,Vasconcelos,Livros
533,102,89.12,2024-09-07,Vasconcelos,576,Mariana da Costa,48,Vasconcelos,Eletrodomésticos
534,144,28.17,2024-01-20,Rocha da Praia,534,Benjamin Moraes,19,Rocha da Praia,Livros
535,147,5.92,2024-08-05,Ribeiro,336,Yago Borges,18,Ribeiro,Livros
535,147,5.92,2024-08-05,Ribeiro,350,Henry Cirino,79,Ribeiro,Livros
535,147,5.92,2024-08-05,Ribeiro,535,Luísa Pinto,40,Ribeiro,Roupas
535,147,5.92,2024-08-05,Ribeiro,551,Augusto Araújo,42,Ribeiro,Jogos
535,147,5.92,2024-08-05,Ribeiro,765,Vitor Gabriel Macedo,78,Ribeiro,Roupas
536,155,96.29,2024-06-13,Gonçalves do Norte,536,Sr. Bruno Pinto,68,Gonçalves do Norte,Roupas
537,175,80.99,2024-03-04,Martins,159,Arthur Gabriel Castro,28,Martins,Eletrônicos
537,175,80.99,2024-03-04,Martins,278,Fernanda Borges,49,Martins,Eletrodomésticos
537,175,80.99,2024-03-04,Martins,337,Sra. Sarah Nogueira,42,Martins,Jogos
537,175,80.99,2024-03-04,Martins,433,Alícia Freitas,42,Martins,Jogos
537,175,80.99,2024-03-04,Martins,537,Leonardo Castro,71,Martins,Livros
537,175,80.99,2024-03-04,Martins,623,Alícia Pereira,61,Martins,Jogos
537,175,80.99,2024-03-04,Martins,756,Luiz Henrique Borges,60,Martins,Eletrônicos
537,175,80.99,2024-03-04,Martins,853,Manuela Lopes,18,Martins,Livros
537,175,80.99,2024-03-04,Martins,934,Elisa Cavalcanti,79,Martins,Roupas
538,198,82.16,2024-01-13,Aparecida,15,João Monteiro,54,Aparecida,Eletrodomésticos
538,198,82.16,2024-01-13,Aparecida,64,Yasmin Cassiano,41,Aparecida,Livros
538,198,82.16,2024-01-13,Aparecida,444,Lucca Câmara,55,Aparecida,Roupas
538,198,82.16,2024-01-13,Aparecida,538,Ayla Duarte,28,Aparecida,Livros
538,198,82.16,2024-01-13,Aparecida,548,Sr. Ravy Câmara,53,Aparecida,Eletrodomésticos
538,198,82.16,2024-01-13,Aparecida,664,Isaac Nunes,59,Aparecida,Roupas
538,198,82.16,2024-01-13,Aparecida,876,Arthur Campos,80,Aparecida,Livros
539,187,89.59,2024-08-28,da Costa da Serra,539,Samuel Silveira,60,da Costa da Serra,Eletrônicos
539,187,89.59,2024-08-28,da Costa da Serra,902,Asafe Fogaça,80,da Costa da Serra,Jogos
